movie_id	person_id	award_id
91540	187364	3414212
3443169	509988	376834
4926832	2744017	4649807
4926832	2744017	4649794
4926832	4772172	3600406
4926832	313254	4649794
2546045	10346114	2549777
18180843	372871	87843257
1105463	8728	393686
1105463	310413	106291
1105463	8339	393686
1105463	508242	393686
1105463	103646	1265702
1105463	16727483	393686
223299	56440418	110426704
5212990	3401298	1414573
219170	2008955	24051552
3021194	313047	548389
686436	116204	900360
1420421	109232	787123
1171154	453371	734335
1171154	289068	84000
1171154	276005	29597
12309767	4578673	912538
5451539	1678109	120661265
8565317	31213365	4649795
5451356	922345	20002171
10527453	1773008	18910417
1755023	315495	28470
6290264	108283	19819293
1215865	105825	103916
1215865	105825	1790292
1215865	105825	586140
1215865	105825	400007
1215865	105825	3404523
1215865	105825	503034
1215865	105825	1868950
111264209	15833880	1204812
1455006	568245	24051559
929647	16210211	487136
929647	1929804	487136
929647	12003	179808
1224499	25100	664212
1342900	5571556	2295011
3823366	64358	1204812
7006847	379171	11038927
7006847	724177	1967148
594649	55218	139184
594649	55218	164200
12329914	11948722	889837
12329914	11948722	1538926
12329914	4992023	1463881
12329914	12320266	1346707
1763155	1769251	18910416
1763155	328347	3858187
1763155	4582294	3858187
7735458	1137049	1480781
433000	94882	179808
208266	111074	488651
208266	111074	1422140
208266	111074	13635451
208266	1177096	131520
208266	51522	103360
208266	51522	102427
208266	51522	1011509
208266	2344540	277751
208266	2075453	830079
208266	178716	277751
208266	1793822	107258
208266	5107006	830079
208266	78533	723830
208266	6491159	830079
208266	5524592	830079
7141518	372871	87843257
3905959	380685	3870549
3905959	380685	1662330
769337	172653	687123
769337	313047	548389
460664	39792	181883
460664	222008	1011564
460664	190998	106301
912729	25089	849124
912729	25089	889842
912729	25089	139184
912729	25089	3404587
912729	25089	41375
912729	25089	174389
3601494	521295	706031
1405431	599556	24137
319783	235077	1420891
319783	40026	1421666
319783	40026	602299
319783	2535855	1421666
319783	42574	1421666
319783	15455603	1780634
319783	76531831	1420891
319783	959153	1420891
565231	8006	20002163
565231	8006	3405005
565231	8006	19833431
565231	8006	19833555
565231	8006	3703465
565231	8006	2925687
565231	8006	17748520
565231	440027	277536
565231	11409670	2925687
7302016	7172812	4649817
7302016	1272131	4649817
7302016	16199722	4649817
7302016	2076005	4649799
7302016	4965470	4649821
7302016	7358464	4649801
858860	154519	385186
110801154	5433798	5942219
387638	40026	1238714
387638	40026	602299
387638	154519	977915
387638	154519	385186
387638	94265	1535128
1137213	167520	593098
2298257	232937	24241
2298257	229990	209459
2298257	229990	505395
19708231	232280	602866
1720765	105487	727282
3425600	511101	3774974
1225121	1357559	1966051
1225121	1357559	3703472
1406821	77112	6114830
1406821	296505	641316
4659857	619445	4649797
634729	105158	900494
3422446	6343602	13000408
518485	172505	23091
2399988	1372360	1685299
2521361	228650	103618
4357961	1082292	1714070
4357961	11213134	1714071
4357961	17382330	1714071
3420924	1174676	154590
488041	105487	787098
488041	516764	41417
488041	2579582	41417
488041	1336198	281939
488041	1277190	41417
2159458	11818060	11789175
500949	1366162	20982918
615254	296641	181883
576371	105875	488651
576371	105875	23091
576371	118116	3404523
232231	1098429	1204806
913674	183532	687123
104814	3056094	3414212
104814	498430	3414212
104814	1239503	488645
104814	42574	3414212
104814	42574	1265702
104814	17292257	393686
104814	17292257	787127
104814	350422	3414212
104814	320211	393686
104814	320211	787127
104814	1701571	393686
104814	17292271	393686
104814	2396324	3414212
104814	102124	1413741
8050891	283436	429700
5133706	3286466	2475536
5133706	95782554	24904744
5133706	95770376	24904744
5133706	4768556	1671071
660950	102711	165313
660950	1452873	120661265
957509	317110	819973
957509	317110	1662330
1323446	213287	103618
470916	41871	103916
1169380	190994	1011564
1169380	190994	1790273
192409	191755	311836
11857683	16984063	1714069
468700	3973135	487136
468700	355995	487136
108257780	1657927	1204825
108257780	1657927	1204812
7735329	449220	4649794
18439	7371	21235042
18439	831536	3703453
18439	831536	2972198
845057	25089	41417
845057	25089	889842
845057	25089	670282
845057	25089	787131
845057	25089	41375
845057	25089	31579
845057	123351	106291
845057	217573	106301
692482	348209	977915
5892955	463272	1379415
7718271	18118308	10873945
11975888	524041	3858187
1146570	76743492	385186
1146570	1383657	1421666
1146570	549290	385186
1146570	76743504	385186
1146570	41635663	385186
1146570	133631	1421666
1146570	133631	1780634
1146570	768685	385186
1146570	7807376	385186
1146570	76742974	385186
5825331	804319	4790397
1315577	106303	548389
1315577	106303	900494
1315577	298905	139184
1315577	298905	739694
5151761	606024	20002171
5151761	2058876	20002171
5151761	2058876	1058012
640531	716700	7650000
7085399	55430	10873945
3278343	713409	1685299
1692212	1700377	4649792
1692212	7358884	4649826
1692212	1108476	4649797
1692212	532307	4649807
1692212	6552975	4649795
1692212	5238384	4649818
603092	106458	84000
2275853	737693	734335
508498	106592	24241
508498	123135	900424
302490	1077553	131520
302490	360002	787145
5390309	965960	775086
735314	325936	6978541
155018	4573	400007
155018	4573	1204813
155018	12807	731542
155018	12807	3405076
727219	2975034	775091
3099418	264696	889836
3099418	264696	912538
190643	179497	103360
190643	179497	586356
190643	179497	787131
190643	695608	102427
190643	695608	1011509
190643	1094826	281939
190643	1094826	787145
190643	7328723	830079
190643	6264068	830079
190643	299317	723830
190643	7519094	830079
190643	5078430	830079
5505183	4964286	4649808
1171334	50764	209459
3931679	554857	2089923
3931679	288217	3703470
3931679	34922	3870548
1169762	6984121	1170507
203574	172653	822907
203574	172653	687123
203574	732397	139184
203574	436223	277536
203574	51577	139184
203574	51577	3703465
203574	51577	1789102
203574	51577	1388076
203574	51577	2295011
203574	235759	107258
203574	235759	8038458
203574	913050	277751
203574	28054	787123
203574	1699409	277536
1968798	1744	602866
3973889	53048	944480
3973889	230710	2089918
3973889	230710	3870555
318838	1398256	586140
334185	443413	24051552
2298877	1683035	164200
2298877	1683035	900369
2298877	1683035	24137
2298877	1683035	645595
921282	7542	1238714
921282	7542	602299
921282	7542	1420891
921282	16166723	1780634
921282	76545519	1780634
921282	6182596	641316
921282	76545286	1780634
5416591	434291	4589995
5968413	283436	2372386
5968413	283436	1379415
15924837	16905085	17500987
15924837	16905085	17500990
15924837	9298572	17500983
10720818	4582863	3858187
641346	700405	17500591
641346	55432	17500987
17502211	292693	17500983
392769	440234	84000
4751457	366242	1967202
4751457	366242	1435635
4751457	366242	6393444
564681	235221	463085
187276	55392	734335
187276	55392	209459
187276	55392	787131
187276	55392	3703465
187276	55392	900369
187276	55392	24137
187276	55392	645595
187276	55392	505395
187276	55392	1377777
187276	116308	225085
797679	32439	1538926
525860	130311	1420891
2910960	4133247	16687981
2910960	4322586	16687981
128624	960063	1520004
128624	966061	2463699
1539062	105660	1419495
1539062	105660	1790273
1539062	105660	501273
15924750	709927	13636514
15905291	9066490	17500987
3282582	4495668	5280710
271281	1065205	739633
271281	7822183	739633
5840424	3138894	1367639
1212325	55452	128649
17415408	4919937	18910416
1425483	41351	2544851
12311523	11980775	889837
12311523	11980775	1538926
12311523	12006908	1463881
741878	83338	181883
741878	83338	1326340
5610898	7358884	4649826
5610898	4965470	4649821
240899	495321	487136
12124730	3434221	3774974
2004314	712670	24051551
156911	55411	510175
156911	55411	1377755
156911	66479	3734887
1407094	435310	912538
4657454	651907	6359242
166588	55430	154590
1624413	55277	670282
1624413	55277	1315008
1624413	55277	6978541
1624413	55277	505449
1624413	55277	1388076
834800	232621	17500983
834800	232621	13636514
834800	705995	5894560
506390	1189377	393686
506390	16885748	393686
506390	668877	393686
506390	4909126	393686
518137	106326	900424
18441	7371	39372459
3801153	1357559	3703472
2215067	454156	1238714
17381314	11861405	1714071
6160949	965960	2463699
1199839	77031581	1535134
1686824	117455	24051554
1686824	123445	24051554
6193220	272970	4649795
1213774	107274	1204812
3403903	3545145	20982918
4240049	4057026	4146630
18693358	5495318	18693547
212775	103876	3703451
212775	53009	107258
212775	53009	103360
212775	53009	586356
212775	53009	849124
212775	53009	139184
212775	53009	3703463
212775	53009	768476
212775	53009	5280675
212775	53009	900414
212775	53009	77533361
212775	4910719	830079
212775	363413	131520
212775	345494	488651
212775	508351	488651
212775	346384	277536
212775	2036265	277751
212775	512224	281939
212775	3294200	107258
212775	336640	488651
212775	1365966	102427
212775	1406095	277751
212775	1675606	830079
212775	993144	277751
1755547	213512	1421666
1755547	213512	1780634
1755547	213512	602299
1755547	76860822	1421666
478076	55171	182836
2682416	1898931	4649817
837111	181425	17500591
745921	172653	687123
3050031	203138	610152
6731319	63416	11789175
1054656	1137049	1480781
1054656	1325171	20002171
1054656	1325171	1387050
1054656	1325171	1683209
1054656	1325171	378567
1054656	542510	1467106
1336107	12003	103618
1336107	230188	106301
1336107	230188	822907
1336107	1349456	41417
1336107	309214	706031
6024348	283436	429700
3181879	381477	11038927
3878861	1008322	3870546
3878861	1008322	2972198
795680	175498	7650000
901148	446081	641316
901148	446081	385186
95387782	731554	24051551
370707	513410	16324366
370707	203215	932281
370707	879616	889841
370707	879616	912545
370707	4990244	889836
370707	515579	2156273
370707	7161534	60787217
370707	315062	179808
11820026	11818060	11789175
80227	4057026	431668
80227	319486	844804
80227	4159886	16687986
506418	506885	3414212
506418	287607	3414212
7372082	439853	2000095
372514	129079	24051550
372514	129079	1265702
2280511	229042	840286
1992724	53001	734335
389971	503898	179808
211206	7290527	311836
953162	437640	24051552
2276282	508497	510175
1617794	180962	1238714
7836079	968980	4649794
7836079	1344237	4649797
3538191	3524261	48705
3549138	323659	4376980
108525	4573	106291
108525	4573	723830
108525	4573	1789544
108525	4573	1868950
108525	4573	3021821
108525	23848	787098
3829180	53035	1966051
2566958	15821019	3774974
332348	119798	103916
332348	207596	977915
526305	104183	1419495
2291842	1744	602866
1169123	446960	3600406
1169123	437121	3600406
1169123	358804	4649807
1169123	358804	4649818
1169123	16935134	3600406
1169123	816565	4649792
2335016	1248110	7650000
2335016	1248110	164200
9397713	19850579	11789187
248289	280098	106301
531310	41351	103618
531310	41351	463085
531310	41351	3404521
771955	191064	610152
708332	14441	602866
2018550	2622599	431668
2018550	20557080	77528995
2018550	77530175	77528995
2018550	5547098	77528995
8531669	984434	20649162
320384	16885654	487136
320384	519473	487136
320384	56008	3019369
320384	16731142	487136
858467	469204	981030
858467	361238	1258647
858467	2263	181883
865056	1767860	830079
865056	2506548	830079
865056	7921878	830079
865056	182763	586140
865056	2581424	830079
4949681	363876	4649797
4949681	6451725	4649792
1025096	105221	641316
1029155	106383	376834
1029155	106383	24241
1029155	3035007	900385
1029155	993643	645595
1029155	932305	225085
1088798	53018	154590
5057968	2344514	4649795
1105359	7350659	1780634
1105359	7693189	1780634
1105359	3135104	1421666
1249239	703727	4649807
1249239	703727	4649794
1249239	873	840286
1249239	873	4649800
1249239	214309	4649797
1249239	2656696	3600406
5207186	1634447	24051554
830553	979511	277751
830553	346384	277536
830553	159778	787123
830553	991493	277751
830553	515274	107258
5243078	6893010	580698
635569	55422	505449
635569	55422	4376980
635569	19517826	4376980
635569	171745	1790281
5805394	106743	1520004
4163298	1713908	77533361
5227053	1060054	1480781
51121	362746	1377755
605588	2824732	1367639
466186	223985	548389
466186	25014	400007
466186	105817	106291
1012216	105487	1422140
1012216	102124	463085
4655825	1054887	1467106
2294603	436451	1377738
2294603	5340031	20649914
2294603	4756805	1377736
5757276	6148443	4649795
12316774	234923	912538
12316774	4569174	889841
12316774	4569174	912545
12316774	4570791	889837
12316774	4570791	1538926
12316774	11993648	889840
664234	106255	900494
72325	55165	777921
3232520	532169	494588
425602	599556	734335
2182637	114063	209459
2182637	114063	3703463
2182637	114063	768476
1761515	470185	1238714
1761515	1262688	385186
1786310	95026	2089918
1786310	95026	463085
2576334	20739223	1377777
3857238	93328663	3703458
1546610	502923	488651
918367	150943	819973
918367	271284	1789102
918367	579550	131520
198557	51511	24051550
198557	51511	24051554
198557	6375650	24051552
643283	55171	2634446
643283	55171	3734888
643283	133848	429700
643283	234807	1379415
643283	234807	1377738
928963	726024	6359242
928963	726024	4649807
928963	3105259	4649799
464032	106482	400007
464032	106482	1868950
464032	106482	932281
464032	53045	844804
464032	53045	41375
464032	53045	2925687
464032	53045	77533361
379460	154490	24137
5480327	17380974	18693547
19320	23301	128649
11888426	11869997	5406912
777296	3286556	1113428
701827	4717351	17500987
188845	42930	103916
188845	1857753	41417
188845	507252	41417
188845	269692	103360
188845	269692	154590
188845	1279758	102427
392355	40026	602299
105822125	603265	113153203
1515747	14441	602866
44873018	372871	87843257
10371835	921134	9062315
1338487	731643	1463881
1338487	328489	2156273
1895379	447176	20078700
590484	56093	1238714
13363365	524041	3858187
7767971	7153495	4649817
2486250	313956	1414533
2486250	3473673	1414470
1627111	310413	2089923
1803756	55168	1337827
1803756	55168	777921
691732	441452	977915
1122571	312290	1170493
1122571	176126	1315008
1122571	176126	739694
1122571	166389	894591
1122571	551429	739694
3801138	521115	77533361
3801138	238616	77533361
3363736	112043625	2475536
638315	511833	29597
638315	3144876	84000
379873	1065205	488645
379873	8728	393686
379873	15811832	393686
379873	187364	3414212
379873	17292449	393686
379873	1687065	488645
379873	13586622	3414212
379873	711370	281939
379873	2396165	3414212
379873	1079574	3414212
379873	1999598	393686
126183	176455	1011564
126183	102124	822907
232130	1077553	696972
232130	229042	840286
898684	15715224	4649817
898684	6774901	4649817
11091853	718337	17500983
4634316	11765318	3734888
336517	1189377	393686
336517	2674654	393686
336517	3181135	393686
336517	977853	393686
56556676	1237584	2972198
109331	8728	787127
109331	2346975	787127
109331	16466630	787127
109331	1476230	787127
116852	7177831	277751
116852	589483	277751
133461	435626	17500987
133461	8933341	17500591
471159	179497	103360
471159	509948	281939
471159	37079	593098
471159	1173825	281939
1061735	30876	1967210
1061735	17019633	1414489
2667340	53035	2089923
2667340	53035	2972198
965200	1381702	111332
661202	55282	24051550
661202	970579	120661265
661202	203545	24051551
181555	25089	31579
1403042	212535	889841
1403042	289924	889837
1403042	289924	1538926
1403042	1797707	889840
1403042	1797707	1463881
1403042	3138684	889836
1403042	3193725	1505691
1403042	3193725	889845
1403042	112050674	23055163
1403042	112051415	23055163
845077	7358884	4649826
845077	648611	4649799
845077	1969707	4649808
845077	1811998	4649826
845077	920963	4649817
106316	105487	787098
106316	55424	139184
106316	55424	900414
106316	3531913	139184
106316	942506	41417
106316	7151660	139184
3709220	1522420	30135071
1141252	515632	1590605
1141252	51566	505449
1141252	234360	1659572
615979	94882	510175
211373	1679448	487136
211373	359311	102427
211373	182104	103618
211373	182104	687123
211373	16225121	487136
211373	1824940	102427
211373	16147102	487136
211373	766468	107258
1261193	551828	1170493
685245	159778	463085
685245	362061	7650000
5437557	203215	4649797
5437557	6306213	4649795
2543165	831536	2972198
2543165	831536	3703466
1493345	8873	1967162
3191772	108560	5449100
1504125	111136	1204822
862317	1337082	131520
862317	7381873	830079
862317	1545033	830079
862317	1332271	830079
862317	42101	106291
862317	42101	723830
862317	1240197	830079
500232	43874	1421666
114115	2089199	277536
114115	55294	696998
114115	55294	787131
114115	55294	932281
114115	55294	3734888
114115	77714770	3734888
1767466	4980885	18910417
1767466	4580886	3858187
11864350	11875859	1714069
185658	8877	3414212
185658	38222	3414212
185658	816456	488645
185658	176126	3414212
185658	2420333	3414212
185658	251638	3414212
185658	1708414	488645
11977524	11973804	3858187
28721322	11864528	11886693
28721322	11864528	19310346
930312	309950	20649162
7775609	515579	1377733
7775609	1231401	1377733
544910	691361	1966051
475800	232902	894598
4353681	532098	641316
190135	1334295	112243
190135	317272	488651
190135	317272	112243
190135	317272	1422140
190135	317272	1472235
190135	317272	428808
29816	3400285	3734887
3535751	366242	1435635
3535751	366242	251371
743498	55392	3703465
743498	271481	84000
2466081	3286466	2475536
2466081	328489	2156273
2466081	343362	16324366
6934049	3031635	4649800
746574	166389	103916
746574	230214	106301
1410735	190151	1420891
6907454	2624598	2634446
15912204	234778	17500983
1758203	879639	113153203
1758203	369512	113153203
2521650	229749	602866
1756687	290301	4790397
1454282	941532	66370965
98609675	23809672	783736
1156893	26372	20649173
1033497	189400	977915
1170445	78924	1204812
241218	16297	1238714
241218	16297	602299
241218	1386741	1780634
762140	40523	822907
3824056	974798	2463743
3824056	52158949	3394360
1754126	25461400	18693550
1754126	5407500	1714071
1754126	7923144	18693547
227474	106607	24241
3999839	3335603	3774974
1169861	4349202	18693547
1169861	262126	1714069
3548852	2636752	734335
3548852	2636752	655056
1646783	42869	24051551
2301206	337226	505395
2301206	337226	2925687
2301206	337226	77533361
2301206	106482	3404523
2301206	106482	900494
2301206	106482	932281
18442	471328	128649
3213938	453822	84000
471169	214677	41375
581453	55452	3870549
1367548	103917	179808
1367548	103917	2295041
1367548	208558	501273
1367548	208558	2544851
3488565	5550058	4649818
3488565	230448	4649818
977196	504455	602299
977196	1163097	1421666
977196	175857	1780634
977196	2503149	1421666
977196	77329346	1421666
977196	539718	1780634
977196	21401092	1780634
4692983	9570	11038927
15911757	700175	17500591
463994	124474	111332
463994	449349	111332
463994	449349	1111310
1304431	230448	664212
842073	83338	1790292
4837170	3191765	389628
7717807	5238384	4824156
7717807	7182055	4649817
7717807	2777667	4649792
485144	109232	24051552
485144	491809	24051554
67088609	16028014	1390226
947852	4274954	2463743
21044241	1300823	2735625
128982	709973	1328249
128982	709973	24137
128982	709973	645595
128982	709973	3010521
128982	106508	586140
128982	106508	900494
128982	106508	1868950
128982	1368213	277536
128982	1368213	1377771
128982	328177	1377771
128982	323112	900424
20456	111074	488651
20456	648611	131520
20456	7381873	830079
20456	11930	103360
20456	11930	102427
20456	11930	5211225
20456	6176209	830079
20456	942773	107258
20456	942773	849124
20456	5606950	830079
20456	3808389	102427
20456	4911249	830079
20456	1313325	281939
1166264	275402	24051550
1166264	7822415	24051559
1962827	6272735	77533361
1962827	3985417	77533361
1209853	1409480	277751
1209853	6224742	487136
1209853	5300430	487136
1209853	2151619	277751
11966290	13634387	3858187
1516610	133848	429700
217182	56008	3414212
217182	273712	3414212
28091142	6553004	17500983
5555971	2069891	1113428
49003	991682	41417
49003	49001	106301
1516984	229477	602866
1516984	229477	1780634
1516984	448362	1238714
1516984	22686	641316
202326	193628	977915
202326	193628	385186
42047	41148	1337827
42047	41148	139184
42047	41148	787131
42047	41148	739694
42047	20178	106291
505135	106508	181883
505135	106508	1868950
5966848	67035725	979210
5618033	983322	1881623
11349752	256942	17500983
11349752	6141069	17500987
125058	522382	24051550
950723	55238	164200
507994	1508565	488645
507994	16198707	488645
2260825	218595	1538926
12323548	12006703	889840
12323548	12006703	1463881
600065	5571434	2089918
1798105	9543	1414555
784535	106709	734335
953475	232902	894598
725552	544465	103618
466773	106706	24051551
1951409	1111542	1790273
1427849	296698	154590
100146309	77317	1204825
100146309	91587	896668
4346544	380252	16687986
4346544	380252	431668
4346544	380252	4146631
4346544	4494858	16687986
4346544	1963983	16687986
4346544	2382967	16687976
3225438	443516	1377738
3225438	710650	734335
647044	317110	128649
647044	317110	1662330
647044	317110	77533361
647044	56759764	3703453
647044	555190	77735071
647044	27825345	1377733
647044	3617191	777921
647044	558109	777921
647044	93228509	3703458
207954	40523	1011564
3416461	7358884	4649826
3416461	7358464	4649801
615395	684952	120661265
615395	242504	24051552
634582	77331433	1420891
1210973	171745	103916
648032	55238	777921
648032	21468476	777921
77709337	4706714	77708227
77709337	77709411	77708227
17383634	1351575	1714071
7400161	3473673	1414470
3962646	4946022	20078700
12336739	2017909	912545
12336739	469983	889837
2058578	3340424	77708227
2058578	3567331	77708227
4450088	1377159	16687986
4450088	1377159	4377013
2552456	930903	510175
7811124	1063846	6978541
7811124	1063846	2295041
7811124	1063846	1170507
501190	893227	20982918
501190	893227	20649173
7851675	893227	20649173
663601	93228509	3703458
663601	1052875	3734887
663601	77831414	609977
3213634	691335	1685299
7979467	459266	4649800
751382	2071	179808
133543	2718072	1377777
133543	2718072	77735071
2719268	295855	1540553
2719268	966061	2463699
2719268	234807	1379415
2719268	234807	1377738
2719268	6107374	979210
1306553	55431	17500987
1210947	5442672	1420891
1210947	295923	1420891
390467	8873	1435633
390467	8873	1435635
4708413	2947111	1379415
1961583	203138	376834
1961583	704576	1540553
1214555	106275	1377738
1214555	1685306	1377733
1214555	3337933	609977
237215	13595311	179808
237215	13595311	510175
237215	13595531	179808
237215	244234	586140
179673	317272	488651
179673	317272	112243
179673	317272	428808
179673	1072843	670282
527880	167475	505395
4366360	6107374	979210
4366360	1366385	2463743
4897244	3473673	1414470
4897244	158225	388433
5732218	718337	13636514
880515	2076005	4649799
241085	726671	277536
241085	518905	277751
241085	1189128	277751
550516	425650	1377736
1758569	381876	706031
5069760	7982384	3774974
1094020	186485	905247
1094020	193653	106291
1094020	193653	723830
2974593	310318	2294693
644065	271284	787131
644065	6708565	139184
4499343	313578	385186
665146	55430	1337827
665146	55430	2925687
827105	1168250	900447
827105	217324	24051550
827105	3314210	1377771
827105	38554	24051551
827105	705489	24051550
827105	77830701	1377771
956293	58967942	1662330
622771	461260	1520004
622771	461260	18760491
1130211	230659	840286
1759042	3286466	2475536
1759042	383754	889841
1759042	383754	912545
618617	200534	2089918
2451484	619445	4649792
1972135	229241	1011564
1972135	230035	822907
666017	343362	16324366
666017	350948	120661265
666017	3130303	120661265
666017	133730	164200
666017	112080414	24904743
3738191	554787	3703464
466297	83338	181883
466297	232933	106301
466297	232933	822907
127665	446960	3600406
127665	437121	3600406
127665	16935134	3600406
127665	3438967	4649821
3752432	3893624	3870551
10498919	289924	889837
10498919	289924	1538926
10498919	289924	20078700
7250197	7250143	2735625
7250197	7250143	3886190
4187711	2407677	20649173
1542548	240872	154590
24938017	343299	23498085
518127	1163097	1421666
518127	539718	1780634
518127	717498	1238714
518127	2680	1421666
518127	7346461	1421666
518127	724018	1421666
87731142	104747	1204812
2250908	16731494	111332
741823	179497	5211225
741823	509948	281939
741823	1970454	281939
741823	364017	131520
1234074	172678	586140
11273989	6443503	1414573
1195071	230736	602866
1195071	230736	977915
1801544	270691	1414482
23899019	5736375	6359049
67605341	461260	18760491
661660	34922	2972198
661660	93408916	3703458
661660	55465	1061238
3794924	1237584	2972198
3794924	93216739	3703458
6946434	1261335	20649162
11883619	11851864	11886693
833299	103578	257235
1125451	106514	1967731
1125451	106514	49025
1125451	106514	2544859
1125451	25186	1170507
646269	105221	641316
1045889	178713	11615995
1168292	1053096	645595
1241447	1607373	1113428
1241447	2475741	1461985
1146552	43416	1161103
1962503	446580	3774974
63009	188018	593098
3407500	129817	4649792
3407500	3808611	7650000
3407500	3808611	4649807
3407500	3808611	4824156
3407500	42204	4649797
486822	11930	602299
486822	106481	548389
1740704	6763645	971008
2944359	234778	17500983
7386684	95740078	18693574
2220230	575917	966068
2054362	2475653	1113428
2054362	23879626	1414545
7762841	229271	185299
133654	41351	103618
133654	41351	463085
133654	41351	687123
133654	41351	1011547
133654	41351	1790273
133654	48987	103360
133654	48987	696998
133654	48987	696972
133654	48987	5280675
133654	65932	103916
133654	65932	1790281
133654	65932	400007
133654	65932	1789544
133654	65932	1259362
133654	65932	894592
133654	65932	2947548
133654	65932	5211221
133654	65932	1071903
133654	721671	107258
133654	721671	8038458
133654	6390767	102427
133654	7363558	102427
133654	1293513	102427
300359	431486	24051552
170564	1189377	393686
170564	42574	3414212
170564	320211	393686
170564	320211	487136
170564	320211	787127
170564	17292271	393686
170564	769868	3414212
170564	7816353	830079
170564	2685	4220901
170564	2506653	830079
170564	1174468	830079
170564	1174468	488645
170564	1174468	739633
170564	16199863	488645
170564	16207438	487136
170564	1494959	830079
170564	17292568	393686
658041	264276	41417
658041	264276	849124
6658744	17493747	28782559
1702748	981315	932281
1702748	1611435	1377777
1702748	1611435	3734888
1702748	1873299	3734888
1702748	4531815	1377733
1702748	77809994	3734888
1219541	312280	734335
1219541	312280	24137
1219541	312280	645595
1219541	317182	23091
1219541	276249	84000
2164431	272518	24051552
2164431	188726	41375
1169942	55207	777921
1169942	3310868	777921
2447932	365616	7650000
2447932	365616	1390226
3213742	106099	24241
4016112	691361	3703472
4016112	691361	326220
4016112	1237584	2972198
7960530	76446674	4649795
4660710	7493046	4649800
947446	16106700	16056339
10881514	5354311	5894567
10724723	3960574	1258149
10717425	2407677	20982918
215518	83338	1258647
215518	83338	905247
215518	317272	488651
215518	317272	1422140
215518	317272	1472235
215518	317272	428808
215518	317272	1027904
4003568	1038705	3703451
4761899	3191765	1414514
1157019	26372	19833431
1675466	966061	2634446
1675466	974798	2463743
1675466	318736	1367639
1675466	264754	1379415
1675466	268726	429700
673643	84199	1377683
897429	888102	24051559
897429	630767	24051559
107325	56094	1265702
107325	518417	487136
107325	509015	487136
107325	297935	277536
107325	297935	971008
107325	16116887	488645
107325	16199139	488645
107325	6791367	487136
491871	1383055	6359242
1033108	229784	1413741
390371	609095	2026838
11306827	1749267	5280710
2328850	178077	1377738
5196238	7308546	4790397
1140945	1393963	24051551
182727	7610883	77849171
182727	7610883	4824149
182727	7034649	77849171
182727	55428	41417
1160186	8728	393686
1160186	8728	787127
1160186	1476230	787127
1160186	4804067	393686
1160186	4804067	787127
1160186	12059144	393686
1160186	12059144	787127
1160186	22111113	393686
3028325	313281	4649817
3028325	93341	4649817
1542915	229241	787123
108946	39792	7569444
108946	39792	175235
655992	438050	3858187
766135	233826	2544851
11185256	616943	20002171
844068	94123	2089923
1217937	315062	179808
1217937	237255	840286
536676	232851	1062026
3786967	372871	87843257
913389	732397	139184
913389	235759	107258
913389	511446	277751
913389	168724	103618
913389	168724	463085
913389	168724	687123
913389	516092	277751
740143	25089	41375
2363894	549956	3774974
1130644	106418	24241
1130644	271481	84000
1130644	951570	1328249
1130644	951570	2418096
1130644	3035214	900378
1130644	657194	225085
1144956	36970	17500591
16736844	11875859	11886698
16736844	1276107	5406912
16736844	6819608	1714069
6402794	575917	966068
6402794	3327572	1113428
7773591	455097	3858187
7773591	455097	18910417
6439601	7013731	27500599
647997	732185	777921
647997	3617191	777921
647997	558109	777921
4315248	1452394	4649800
144483	5107006	830079
144483	7519094	830079
144483	5300549	830079
144483	16885750	830079
2291957	159778	376834
1675415	1393963	610136
1879405	323659	4376980
4275209	244234	775091
745544	1398387	2463699
923925	42101	819973
3843872	1440868	3703472
840297	1042923	1170500
5967314	960063	1520004
6939770	7499585	28782509
838154	191828	106301
838154	191828	1062019
12328150	12308736	889836
1056698	317272	1420891
1056698	16211398	1420891
2615833	1933451	3734888
2615833	1286995	3734888
2615833	1209738	3734888
2615833	77841361	1377771
2615833	3941288	1377736
174785	504708	645595
174785	504708	655056
174785	451813	29597
3205830	118390917	120661265
7091069	307882	4649795
3225514	451637	734335
1551573	95048	586140
1551573	95048	181883
3410578	34922	3870549
644174	55430	209459
644174	150903	2089918
72962	3772	24051550
72962	104061	2294693
81445971	15080471	16687981
581906	750718	131520
2739153	108560	933084
2739153	108560	5449100
909098	129817	4649797
909098	54612794	4649817
321561	41163	103916
321561	41163	593098
5358747	1073993	19833431
5358747	1073993	1387050
5358747	1073993	1683209
5358747	1073993	378567
5358747	1138347	1480781
538438	15622666	1780634
538438	16205325	1780634
538438	1176593	1238714
1542371	232902	1062026
12001708	289924	912538
12001708	5821074	16324366
12001708	73984092	23055163
12001708	530997	912545
12001708	101439269	2475536
513375	719434	164200
513375	719434	3404587
3227351	1097113	900494
2625080	176455	602866
1346439	1174736	787098
1346439	250545	4649807
1346439	7144076	4649795
1346439	809080	4649792
1346439	544620	4649801
1346439	436031	4649821
1346439	280870	4649808
7675388	379604	11038927
11898442	553888	18693547
11898442	16299899	18910416
11898442	11881825	18693550
11898442	11864415	11886693
702270	716792	17500591
1140578	357014	1757366
594151	106669	1337827
594151	106669	24137
594151	106303	3404523
594151	106303	932281
594151	106458	3404521
104137	150943	106291
104137	150943	723830
104137	150943	165313
104137	150943	548389
104137	1177114	6978541
104137	840437	281939
104137	43203	103360
104137	43203	586356
104137	43203	102427
