movie_id	person_id
3824076	1007923
3707689	1007923
4003634	1007923
4003634	10392130
4003634	1046087
4003634	1229038
4003634	1442590
4003634	15069829
4003634	1527893
4003634	1527894
4003634	1547925
4003634	16582656
4003634	1716514
4003634	1907685
4003634	1987238
4003634	2215720
4003634	26208
4003634	27835134
4003634	3301713
4003634	3428463
4003634	367489
4003634	3702078
4003634	3750521
4003634	380685
4003634	3851455
4003634	3877221
4003634	3894379
4003634	3897138
4003634	3956295
4003634	449801
4003634	457170
4003634	493909
4003634	511472
4003634	517537
4003634	53010
4003634	53026
4003634	53031
4003634	53037
4003634	53048
4003634	542092
4003634	55444
4003634	55454
4003634	55465
4003634	7008165
61818060	1007923
734816	1007923
97666963	1007923
584159	1007923
113522324	100799826
66220160	100805268
3822325	1008059
3684358	1008059
3745621	1008059
3699454	1008059
107689399	1008154
111646470	1008154
116790375	1008154
1880691	1008154
17605404	1008154
3982340	1008154
3089485	1008154
3930404	1008154
3791401	1008154
3791401	2050883
3791401	2338414
3791401	2600468
3791401	598780
55760195	1008154
3818486	1008154
3863256	1008154
66362676	1008154
123197227	1008264
106720458	1008264
5112137	1008264
7625290	1008264
7625290	55221
7625290	896998
771020	1008264
17479198	1008322
21517570	1008322
3823478	1008322
4010340	1008322
3822840	1008322
3549737	1008322
3602879	1008322
3795261	1008322
3822568	1008322
3796070	1008322
3878861	1008322
3937368	1008322
4003568	1008322
13478818	1008412
29034234	1008412
3794186	1008412
3791066	1008532
3858749	1008532
4007148	1008532
4003709	1008532
4007144	1008532
4023245	1008532
3637793	1008532
4382371	1008532
3822338	1008532
3699499	1008532
3618021	1008532
3618022	1008532
3839231	1008532
3232007	1008532
3597409	1008532
1196115	100859
15701657	1008634
117382939	1008634
24252100	1008634
3635793	1008634
1165221	1008721
1451539	1008721
1232059	1008721
1218422	1008721
16598837	1008721
24887706	1008721
28972664	1008721
19295963	1008721
27590495	1008721
1797343	1008721
27590983	1008721
28701777	1008721
3794275	1008721
3758275	1008721
3772198	1008721
3878148	1008721
3794271	1008721
3606427	1008721
3828865	1008721
3828865	129407
3974405	1008721
3842804	1008721
3842134	1008721
3637785	1008721
3823791	1008721
3773176	1008721
3842121	1008721
3823646	1008721
5034271	1008721
3796022	1008721
3823616	1008721
3774981	1008721
3706038	1008721
3706036	1008721
3706036	3852875
4003898	1008721
3790472	1008721
3793628	1008721
3656525	1008721
971709	1008721
16955110	100876594
19801744	100876594
19801744	113517892
60737557	100876594
60737557	113517892
21010846	100879599
18170261	100879599
51322904	100882831
75183597	100888377
27671042	100890979
7102525	100890979
123287238	100891045
27733190	100891045
27733190	117862033
27733190	117862133
27733190	117862239
27733190	117862690
5080973	100891045
3302380	100891572
111047883	100894813
3707319	1008988
3650562	1008988
4003658	1009050
3951182	1009050
3894930	1009050
3801274	1009050
3801274	1228960
11175161	100924740
15271092	100924740
19646183	100924740
20814883	100924740
3085370	100924740
6649839	100924740
7720358	100924740
56525839	100924740
56525839	17030634
90483851	100924740
12471923	100925952
12470497	100925952
117536621	100934725
882343	100937
882343	128746
882343	2438254
882343	382529
882343	4800271
882343	506666
882343	72984
882343	974982
14757085	100954497
14757085	5948781
14541732	100965079
31192186	100968237
10513888	100968248
12814617	1009685
110943971	100968811
73536619	100973311
104865093	100975859
17138351	100977836
19798911	100977866
64768586	100978467
2834717	100989548
2834717	16799319
3273614	100989713
3906084	1009918
3829166	1009918
3793737	1009918
3712813	1009918
3825033	1009918
3928528	1009918
4009395	1009918
3911403	1009918
4007818	1009918
3791191	1009918
4004485	1009918
4004485	543541
3982435	1009918
3798734	1009918
100997627	100997644
1410614	1009993
2037202	1009993
2528167	1009993
3823997	1009993
3411629	1009993
3749086	1009993
3976373	1009993
4007249	1009993
3976374	1009993
4002552	1009993
3820672	1009993
3833293	1009993
3951506	1009993
3201870	1009993
3282011	1009993
3637210	1009993
512347	1009993
7881890	1009993
641729	1009993
612287	1009993
98313627	101001665
1453910	101002742
12046481	101004283
104893596	101004283
20004500	1010090
22984590	1010090
259835	1010090
19788177	1010090
188323	1010090
18421701	1010090
3899818	1010090
3801030	1010090
3793226	1010090
3638927	1010090
3823201	1010090
3790762	1010090
3685920	1010090
3614256	1010090
3614256	1526178
3614256	364681
3716034	1010090
3715965	1010090
3614183	1010090
3778078	1010090
3823503	1010090
3823503	2484418
3790770	1010090
3715998	1010090
3854283	1010090
3790748	1010090
4003914	1010090
3715996	1010090
3715997	1010090
3790545	1010090
3648199	1010090
3604154	1010090
3822023	1010090
3801242	1010090
3878009	1010090
3828716	1010090
4004622	1010090
3801246	1010090
3848129	1010090
3964447	1010090
3603003	1010090
3666917	1010090
3877777	1010090
3614621	1010090
3629879	1010090
3821454	1010090
3760891	1010090
3714717	1010090
3739343	1010090
3791377	1010090
3819258	1010090
539442	1010090
3939612	1010090
3791366	1010090
3878081	1010090
3603922	1010090
3790771	1010090
3730996	1010090
3730996	364681
920709	1010090
920709	560971
912987	1010090
762513	1010090
893201	1010090
893201	348364
105968852	101013283
1110799	1010227
1763176	1010227
27038308	1010227
3818733	1010227
3645518	1010227
3793524	1010227
390910	1010227
3828453	1010227
48814201	1010227
48814201	1279292
48814201	1440868
48814201	3702078
48814201	55333013
48814201	575301
48814201	992072
4003574	1010227
36130767	1010227
84064	1010227
913326	1010227
109536248	1010375
19622596	1010375
540699	1010375
3823814	1010375
4007256	1010375
3944899	1010375
3955549	1010375
4003699	1010375
547286	1010375
694402	1010375
6072062	1010375
964009	1010375
638356	1010375
97164648	1010375
16207026	101038370
16164399	101038370
16164415	101038370
1305403	1010436
16600539	1010436
1112415	1010436
1219233	1010436
27303726	1010436
25411045	1010436
20668450	1010436
17478923	1010436
16937203	1010436
3740608	1010436
3843468	1010436
48804499	1010436
3791052	1010436
542285	1010436
3598065	1010436
3795578	1010436
3882022	1010436
4003591	1010436
3795240	1010436
3602992	1010436
3793445	1010436
3965227	1010436
3965226	1010436
3902754	1010436
3717577	1010436
3965518	1010436
3902645	1010436
3634455	1010436
3940537	1010436
3857880	1010436
3825026	1010436
3964048	1010436
3647107	1010436
3940640	1010436
3967467	1010436
4004452	1010436
3998094	1010436
3561387	1010436
3790798	1010436
3797377	1010436
4023246	1010436
3790996	1010436
4010678	1010436
3828744	1010436
3840643	1010436
3718399	1010436
3623832	1010436
3735783	1010436
4007150	1010436
3869178	1010436
3828536	1010436
3795449	1010436
4003592	1010436
4007146	1010436
3862205	1010436
3927653	1010436
3954945	1010436
3602991	1010436
3991054	1010436
3718398	1010436
28690619	101043724
30598354	1010438
3204319	1010438
116232642	101063298
60991002	101063298
101067885	101067901
114094347	101068
2500178	101068
1031956	1010696
104737894	1010696
16619382	1010696
16323107	1010696
2218953	1010696
21156131	1010696
2961887	1010696
2249212	1010696
29034264	1010696
1956439	1010696
3759745	1010696
3975975	1010696
4013791	1010696
3804331	1010696
3793079	1010696
3899497	1010696
60839910	1010696
64983666	1010696
101071295	101071783
115806016	101071783
5095957	101071783
20751340	101072593
20751340	99982381
16249578	101084001
24037198	101084950
61111380	101084950
64008290	101086254
65312876	101086254
64008289	101086254
27951042	101088
26793308	101088
27825557	101088
5614530	101088
101090249	101089604
101091534	101090684
20439998	101090806
117212490	101094407
86663401	101094407
101995706	101094705
11798254	101109338
27964648	101109904
111838990	101112969
117219433	101114137
117219433	116982601
109323004	101117167
23709840	101117167
23565029	101124
1103927	1011297
429965	1011297
48966245	1011297
764650	1011297
61002330	1011297
6726754	101137453
20800580	101139340
464326	101161404
578793	101161404
115705869	101162580
1748379	101171
1748379	1522635
7880995	101171
18703019	101197
3788236	101200047
101199682	101200328
7355327	101200328
108854454	101200589
22674244	101206430
12449624	101208447
106716631	101208722
101208718	101208722
19818755	101208722
1671494	101209931
1671494	999153
101209920	101209931
101209920	101209938
101209962	101209967
111224651	101224768
111224651	108855165
111224651	110813279
111224651	111225039
111224651	29053527
118187454	101229281
86718492	101229298
7251696	101229371
10355903	101236188
17168779	101236188
104898537	101238363
101242429	101242431
111810418	101247082
30132086	101267
13655917	101288
15857806	101288
532296	101288
574295	101288
15633697	101303
113753933	101308
1194836	101308
15992500	101308
16549282	101308
21869158	101308
21646839	101308
21869370	101308
21868913	101308
17479266	101308
17478884	101308
17478884	88140
22977287	101308
19963707	101308
19796095	101308
17479034	101308
17479034	7377172
19760887	101308
19971656	101308
24041285	101308
21869872	101308
28196225	101308
23565550	101308
27958865	101308
19760925	101308
19760930	101308
21869551	101308
21869551	88140
21869649	101308
21869649	88140
3818159	101308
3818159	1417607
3818159	18088357
30901282	101308
61977595	101308
65117813	101308
21095390	101310252
21095390	104869670
102411430	101345288
115220822	101345288
30889569	101345288
1198214	101417921
20680329	101421204
20680329	53640479
5659453	101421724
65241567	101421724
104864091	101423787
7511397	101423816
16250591	101429459
17560903	101429459
101435186	101435220
101435186	101435221
113580691	101435220
113580691	101435221
102442496	101444744
100693180	101444744
116207789	101444744
102036286	101477637
97165316	101498741
73909583	101501948
28434592	101515864
8022462	101526170
111243374	101528
1198315	101528
28919703	101528
106718536	101535
106718536	1748896
105394119	101535
78128274	101535
101547067	101537752
101435417	101537752
101570990	101537752
3236238	101537752
5737257	101549114
98079320	101566803
98079320	101566880
101574272	101574718
7731174	101577086
7731174	7287362
101584110	101584055
105804668	101584055
105804668	107570125
105804668	2746623
105804668	5991107
101584124	101584139
121222155	1015952
13025954	1015952
13016846	1015952
1340390	1015952
13015002	1015952
16139157	1015952
16139199	1015952
13024413	1015952
16139206	1015952
262262	1015952
5067746	1015952
5089358	1015952
38805033	1015952
4877838	1015952
58775340	1015952
58775346	1015952
92932680	101625823
106718877	1016435
106718877	95236458
106718877	95784372
106718877	96164
92017355	101687555
92017355	16247545
18154994	1016897
200096	1016897
768931	1016897
581201	1016897
12124742	1017087
1902616	1017087
5272015	1017087
7564236	1017087
7683468	1017087
7738849	1017087
7729888	1017087
7766962	1017087
29392519	101712
3705956	101712
3854007	101712
101765864	101766282
123287240	101823283
48671647	101834956
12135306	1018355
1686150	1018355
1775628	1018355
3222706	1018355
3823927	1018355
7732856	1018355
7810930	1018355
7969822	1018355
946471	1018355
10323448	1018554
13639147	1018554
15724042	1018554
15724042	19362995
15723855	1018554
30327149	1018554
56760365	1018554
101854947	101858331
101854947	17385819
101857285	101859347
103372692	1018606
103372692	20995253
103372692	29652833
15270647	1018606
15270647	20995253
15270647	2499079
188439	1018606
188439	16028506
212792	1018606
212792	1077862
1113303	1018614
12109285	1018614
1198412	1018614
1536053	1018614
2562723	1018614
1755917	1018614
283008	1018614
1814510	1018614
3227093	1018614
3796124	1018614
54959243	1018614
383854	1018614
5563262	1018614
3829044	1018614
5036799	1018614
5259805	1018614
909528	1018614
6672759	1018614
6787563	1018614
7452234	1018614
65049614	1018614
655475	1018614
7719436	1018614
6746100	1018614
6651863	1018614
7734205	1018614
6188870	1018614
1502466	101868
1215920	101898
1218925	101898
111474604	101898
1947700	101898
61498804	101898
17413064	1019323
909546	1019323
101943976	101944541
101947049	101947488
97959787	101975614
97959787	107596179
30742436	101979809
20063798	101995592
1117198	101996
1217560	101996
1217556	101996
18669624	101996
5475673	101996
37619944	101996
59650486	101996
62269902	101996
26837751	101998373
1218260	102028703
19320934	102037779
58411116	102037779
48889124	102037979
48889124	9141396
2500182	102044
6050212	102044
18946889	102045
17748143	102045
32859610	102045
6123533	102045
102047812	102047774
14949921	1020665
23888474	102068535
55719026	102068535
4109965	102075233
107056756	102112945
104865444	102124847
7990993	102124850
111222689	102156124
111222689	3084136
63498472	102163476
100989574	102169602
65082950	102178543
102129695	102178620
102151245	102178620
5793602	102184972
4742708	102185856
117312248	102185873
102195383	102195191
7740516	102201
16997877	102208
57591316	102208
75742077	102208
102222058	102222119
104897708	102222119
1506990	102226
2563093	102226
2563093	1426461
323290	102226
121076415	102234501
106450558	102234501
301046	1022522
2916140	1022522
102359075	102252838
16321290	102252838
22302746	102252838
16124869	102256607
28868120	102256607
41796130	102256607
41796175	102256607
3985968	102259740
114257761	102271759
98078759	102271759
1401449	102275
102282176	102282222
7997369	102314305
101497580	102318036
113027761	102318036
104898574	102318036
55456257	102318036
6688644	102341525
6688644	110968724
27964642	102352019
17364542	102355510
47519791	102355510
11788463	102357919
11788463	117864002
12298860	1023595
12292315	1023595
24464820	1023595
24464820	16087209
24464870	1023595
74547951	102362391
113362738	102363060
45315363	102397982
70077789	102401024
59785414	102407836
18915007	102414521
4658330	102414521
7595676	102414521
79999120	102421831
61100143	102422084
116945688	102423853
113362698	102428432
26710182	102428432
55105687	102438283
55105687	111677174
60632811	102438541
117753851	102457955
7462590	102480907
7462590	16886235
7462590	7824822
5752181	102480907
16255389	102481564
7745838	102485116
25136389	102490700
1193855	102606
1199858	102606
1199858	17256096
10301887	10262855
9592837	10263169
2562722	102642
3129124	102642
759712	102642
10387418	10264809
10339889	10264809
16489227	10265068
9608758	10265068
9558821	10265068
16142582	10265117
10304574	10265117
10338743	10265117
9609708	10265117
7770922	10266032
7770922	2442793
117088536	102665274
17168704	10266660
9755146	10266660
9559397	10266660
16501899	10267682
9663576	10267682
9632688	10267682
4750512	10269140
10319425	10270672
10338859	10270672
28679739	10270672
17168774	10270672
113441021	10271050
1068029	102711
1050541	102711
1111758	102711
1720717	102711
503638	102711
369797	102711
520051	102711
10339363	10271823
10271833	10271823
9794024	10271823
48014648	10271840
48014648	114904708
10314202	10271841
10339818	10271841
10335546	10271841
42048276	10271841
10262415	10272044
17168761	10272403
9632446	10272403
10280514	10273606
10370113	10273606
17168611	10273606
10384128	10274194
19824592	10274194
19824640	10274194
24678745	10274194
96276333	10274194
13582546	1027551
28369717	1027551
19427622	10276389
101208397	102779
1170673	102779
27590721	102779
19796274	102779
19796274	90338
2676081	102779
19893100	102779
32859566	102779
110339758	10278278
10373315	10278278
113976762	10278278
10335204	10278278
113976761	10278278
113976760	10278278
10338750	10278278
10286831	10278278
113556810	10278278
19999539	10278278
17169018	10278278
9633135	10278278
9673236	10278278
10277951	10278413
15848790	102789
15848790	103144
15848790	27818670
1865738	102789
19847527	102789
19847527	106714343
19847527	1715207
19847527	1745408
19847527	19847554
10371101	1027899
3568127	1027899
9340384	102801061
10265827	10280342
10338709	10280342
16142689	10280342
10301863	10280342
16497484	10280342
10339462	10280342
10265768	10280342
10369355	10280342
10387462	10280342
10339273	10280342
10371807	10280342
22000232	10280342
17168837	10280342
21999961	10280342
17168909	10280342
9558331	10280342
9549757	10280342
3151581	10280984
3151581	3014918
110515091	10281049
110515091	110527512
29832195	10281049
22000044	10281049
30928272	10281301
51882895	10281301
30928274	10281301
23898988	10281512
85872796	10281512
10332266	10281560
16493030	10281560
10360579	10281560
10387413	10281560
112972290	10281560
10320137	10281560
10268260	10281560
9632244	10281560
9556253	10281560
6684318	102825921
6684318	113514846
10335244	10282719
10339539	10283094
48856150	10283094
9668273	10283094
10387385	10283108
22000138	10283108
22000008	10283108
23057835	10283108
20974135	1028321
10338947	10285103
10366691	10285103
10282213	10285103
10395524	10285103
10346312	10285103
17168678	10285103
9623539	10285103
9655679	10285103
16493430	10285391
23709813	10285770
23709812	10285770
5141658	10285816
5141658	1514495
110480724	1028673
110480724	1028679
9662497	10288479
10339228	10289083
10337102	10289083
10339572	10289105
5148117	10289105
62993563	10289105
10338882	10289109
10348532	10289109
10265965	10289115
10341990	10289115
10370841	10289115
10339562	10289115
10370040	10289115
10382659	10289115
110781134	10289115
25336866	10289115
17168958	10289115
61542856	10289115
10265770	10289454
26225487	102896197
104897738	102899309
104897738	107646188
10339921	10290044
10329318	10290044
10339313	10290044
9558110	10290044
9701998	10290044
6082746	10290534
6082746	6163733
7621262	10290534
2605889	10290614
110110709	10290620
75522815	102907058
23755616	102907618
23755616	7563058
88305334	102908855
10318896	10292585
10338768	10292585
10364206	10292585
3282983	10292585
5037683	10292585
10387186	10293095
16845984	10293095
22000388	10293095
10273151	10293129
114273729	10293129
17075508	10293129
5055549	10293129
52165796	10293129
33110648	10293129
5826807	10293129
6146533	10293129
6146533	113990967
28229138	1029330
19816905	1029330
3545838	1029330
535615	1029330
10389931	10293783
10338940	10293783
16142573	10293783
10388683	10293783
23709811	10293783
65170597	10293783
15845962	10294604
10348461	10294604
17168927	10294604
23899096	10294604
3414304	10294604
6096332	10294604
1622548	102947
101068265	102947
1167214	102947
106720301	102947
2605162	102947
30634622	102947
76940523	102947
26915321	1029483
5380694	1029483
5492708	1029483
109279166	10295588
15639757	10295588
15804646	1029561
23689587	1029561
23978018	1029561
60738677	1029561
895719	1029561
895719	51498
10344136	10296081
10354720	10296081
17169000	10296081
185809	102981
185809	2164730
10339230	10298747
15198789	10298747
10338391	10298747
10369018	10298747
10388674	10298747
10388675	10298747
9626065	10298747
9698204	10298747
9648136	10298747
116762209	10298809
23666923	10298809
23709822	10298809
6909249	10298818
51882887	10299644
1376285	103000
1197649	103000
1197649	87931
1306414	103000
25583567	103000
2559520	103000
37860082	103000
7094356	103000
7716410	103000
7716410	56094
7716410	722764
21035708	103013
850134	10301318
850134	4202961
10347614	10303504
77885150	10303504
106612735	1030375
246626	1030375
24905860	1030375
21813396	1030375
987970	1030375
56252786	1030375
10283161	10303875
785436	1030427
116298787	10304360
116298787	10363698
10341884	10304366
13570637	10304366
10339085	10304366
10339765	10304366
10387336	10304366
5212756	10304367
5212756	106520498
22074976	10304452
10371635	10304581
10342132	10304581
10339893	10304581
10339892	10304581
10339891	10304581
105731113	10304581
10342114	10304581
16486733	10304581
10288362	10304581
10269881	10304581
10363484	10304581
10342089	10304581
10339055	10304581
10273171	10304581
112972287	10304581
10341956	10304581
16493428	10304581
17168860	10304581
22000061	10304581
19427627	10304581
19999823	10304581
17168893	10304581
21999991	10304581
17168872	10304581
48879478	10304581
7908681	10304581
9583675	10304581
9632899	10304581
18713327	10305129
539090	10305129
9546088	10305129
107428855	10306587
109381955	10306587
17168613	10306587
10339403	10306691
10339402	10306691
10286670	10306691
22000215	10306691
10387449	10307367
10264304	10307367
111210146	10307367
14616749	10307367
10389964	10307622
10339608	10307825
10351693	10307825
10351693	8354064
10274719	10307825
10392489	10307825
9632502	10307825
8068599	10307839
113380380	10307951
151937	10307951
151937	4964032
28324965	10307951
1921566	10307951
18786423	10307951
4004066	10307951
1421381	10308049
60999925	10308049
10303531	10308068
10342041	10308068
10342041	106714410
10339084	10308102
10354438	10308102
111432435	10308102
10338390	10308102
9556752	10308102
10394435	10308113
10370840	10308113
9557510	10308113
3018642	1030862
3887822	1030862
3412877	1030862
3201397	1030862
3201397	3386563
3400458	1030862
3400458	3288776
3400458	3386563
50379374	1030862
50379374	166405
50379374	461664
50379374	741623
3055197	1030862
3232317	1030862
3323004	1030862
3323004	212167
3323004	273164
3323004	3159347
3323004	363231
3323004	470097
3319823	1030862
56073542	1030862
56073542	2847761
56073542	2964189
56073542	3196779
56073542	3286448
56073542	3289398
56073542	461827
56073542	548823
56073542	56073571
56073542	56073575
56073542	56073577
9632625	10308679
19572955	10308722
10338844	10308743
10339443	10308743
10342110	10308743
10267553	10308743
10395177	10308743
17168949	10308743
17168975	10308743
5119927	10308743
7549463	10308743
10338684	10309288
112191495	10309289
16280703	10309289
106546999	10309289
15927905	10309289
48855922	10309289
30936573	10309289
9657461	10309289
7439769	10309289
10267965	10309338
501801	10309572
3281861	10309572
10340600	10309705
10356133	10309705
232119	10309705
9580080	10309705
9557913	10309705
10268546	10309744
5286215	10310112
111821530	10310144
1245903	10310153
10356865	10310153
10333096	10310153
10329369	10310153
10369865	10310153
10272298	10310153
10337528	10310153
16489451	10310153
10333062	10310153
10347111	10310153
10342074	10310153
17168843	10310153
17168751	10310153
10282320	10310491
25840841	10310518
10360212	10310597
9637206	10310676
10344482	10310742
7745763	10311261
1294581	1031129
29654672	1031129
16955375	1031129
55785131	1031129
59683055	1031129
64513058	1031129
3211832	103114
10282089	10311449
9558208	10311449
10305218	10311645
10305218	2470131
16911676	10311645
27703588	10311645
16142309	10311936
25443997	10311936
97180551	10311936
4661010	10312179
4661010	782982
10268907	10312592
17012089	10312639
33109602	10312639
1123978	1031374
1082924	1031374
1212165	1031374
2870045	1031374
3051358	1031374
3203157	1031374
3057418	1031374
3204654	1031374
3425298	1031374
3066545	1031374
43925	1031374
726215	1031374
946863	103138790
112757364	10314008
112757364	106284064
1619578	103144
107725207	103144
2637045	103144
67484408	103144
27121356	1031464
5566558	1031464
105268236	103158
115694272	103158
23013314	103158
20088885	103158
41793152	103158
66507605	103158
99600158	103158
111983086	10316693
28753457	10316693
17168898	10316693
17168898	212167
17168898	235115
17168898	428037
17168898	43264
17168898	461664
17168898	55168
17168898	55369
17168898	55411
17168898	598995
3281991	10316693
3427025	10316693
5089533	10316693
1216438	103174
1195280	103174
1219434	103174
1219434	108864
1219434	253462
1196726	103174
27625655	103174
27625646	103174
27588906	103174
33133509	103174
47036994	103174
4657947	103174
56436577	103174
59537384	103174
64745975	103174
6012660	103174
60066766	103174
101245217	103181580
106890667	103181580
103165294	103181580
84009295	103181580
17168933	10318595
65153328	103187106
21527309	1031882
10328696	10320180
17168672	10320180
10342067	10320497
10318320	10320497
17168747	10320497
10378146	10320594
10339065	10320594
10313302	10320594
10293821	10320594
10304095	10320642
10334664	10320659
10317031	10320659
10339630	10320659
5826625	10320659
18467141	10320729
23999792	10320729
10374835	10320738
18464466	10320818
30928252	10320818
60034716	10320870
51882920	10320927
51882920	98967494
